id	title	imdbID	spanishTitle	imdbPictureURL	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	rtPictureURL
4598	Going Overboard	0096870	Going Overboard	http://ia.media-imdb.com/images/M/MV5BMTc5NDQzNTI5Nl5BMl5BanBnXkFtZTcwMDgxMTgzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	going_overboard	0	3	0	3	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/27/70/277011_det.jpg
4599	Great Balls of Fire!	0097457	Gran bola de fuego	http://ia.media-imdb.com/images/M/MV5BMTQ4NDU3MzIxMV5BMl5BanBnXkFtZTcwMDU3NDYyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	great_balls_of_fire	5.8	24	15	9	62	0	2	0	2	0	3	3034	52	http://content7.flixster.com/movie/25/95/259513_det.jpg
4600	Gross Anatomy	0097458	Pobre o por vocación	http://ia.media-imdb.com/images/M/MV5BMTMwNDIyMTgwNl5BMl5BanBnXkFtZTcwMDYzNjUyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	gross_anatomy	4.6	10	3	7	30	0	1	1	0	100	2.9	620	43	http://content9.flixster.com/movie/26/24/262427_det.jpg
4601	Chun gwong cha sit	0118845	Happy Together	http://ia.media-imdb.com/images/M/MV5BMjA3MTcxNjA5MV5BMl5BanBnXkFtZTcwMDM4MTEyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1997	1083093-happy_together	7.1	31	24	7	77	7.1	9	7	2	77	4.1	4907	90	http://content8.flixster.com/movie/10/88/85/10888530_det.jpg
4602	Harlem Nights	0097481	Noches de Harlem	http://ia.media-imdb.com/images/M/MV5BMTQ3MDkzNDYxMl5BMl5BanBnXkFtZTcwNjQyMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	harlem_nights	3.8	14	3	11	21	0	3	0	3	0	3.3	5383	78	http://content9.flixster.com/movie/10/79/90/10799015_det.jpg
4603	Her Alibi	0097500	Su coartada	http://ia.media-imdb.com/images/M/MV5BMTk2MDc5OTE4M15BMl5BanBnXkFtZTcwNTIwNTEyMQ@@._V1._SY314_CR9,0,214,314_.jpg	1989	her_alibi	3.8	13	2	11	15	0	1	0	1	0	2.7	795	37	http://content7.flixster.com/movie/10/87/73/10877353_det.jpg
4604	Homer and Eddie	0097521	Homer y Eddie	http://ia.media-imdb.com/images/M/MV5BMTg3MzUzMTgxNV5BMl5BanBnXkFtZTcwMzQwOTgxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	homer_and_eddie	2.3	7	0	7	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/21/38/10213867_det.jpg
4605	How to Get Ahead in Advertising	0097531	How to Get Ahead in Advertising	http://ia.media-imdb.com/images/M/MV5BMTY0NTkxNzQxOV5BMl5BanBnXkFtZTcwNzY5MzEzMQ@@._V1._SY314_CR2,0,214,314_.jpg	1989	how_to_get_ahead_in_advertising	6.3	14	8	6	57	0	1	0	1	0	3.7	1015	78	http://content8.flixster.com/movie/28/36/283626_det.jpg
4606	Immediate Family	0097567	Casi una familia	http://ia.media-imdb.com/images/M/MV5BMTM2MzgyMzc5Nl5BMl5BanBnXkFtZTcwODc4NjQyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1989	immediate_family	5	10	6	4	60	0	1	0	1	0	3.4	323	59	http://content8.flixster.com/movie/26/55/265522_det.jpg
4607	North Country	0395972	North Country	http://ia.media-imdb.com/images/M/MV5BNTM3OTEwODYzNl5BMl5BanBnXkFtZTcwNjM1NzUzMw@@._V1._SX214_CR0,0,214,314_.jpg	2005	north_country	6.7	166	114	52	68	6.8	38	26	12	68	3.5	14739	72	http://content8.flixster.com/movie/25/03/250394_det.jpg
4608	An Innocent Man	0097579	Un hombre inocente	http://ia.media-imdb.com/images/M/MV5BMjE0MzMzOTYxMV5BMl5BanBnXkFtZTcwOTg1MDcyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1989	innocent_man	4.8	7	2	5	28	0	1	0	1	0	2.9	1267	42	http://content6.flixster.com/movie/27/34/273400_det.jpg
4609	Jacknife	0097607	Jacknife	http://ia.media-imdb.com/images/M/MV5BMTI5MTk5OTA3Ml5BMl5BanBnXkFtZTcwNDQzMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	jacknife	6	13	9	4	69	0	1	1	0	100	3.2	827	45	http://content9.flixster.com/movie/34/83/38/3483387_det.jpg
4610	The January Man	0097613	El asesino del calendario	http://ia.media-imdb.com/images/M/MV5BMTg3NTM3MzgyNF5BMl5BanBnXkFtZTcwODM1NDkxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1989	january_man	3.8	14	3	11	21	0	1	0	1	0	2.8	957	31	http://content9.flixster.com/movie/27/77/277795_det.jpg
4611	Johnny Handsome	0097626	Johnny, el guapo	http://ia.media-imdb.com/images/M/MV5BMTQzMjk2MjU5NV5BMl5BanBnXkFtZTcwMjY1MTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	johnny_handsome	6.2	13	8	5	61	0	1	1	0	100	3	857	42	http://content7.flixster.com/movie/10/87/85/10878513_det.jpg
4612	Jésus de Montréal	0097635	Jésus de Montréal	http://ia.media-imdb.com/images/M/MV5BMjE2MDc2MTM5Nl5BMl5BanBnXkFtZTcwMzQwOTYyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1989	jesus_of_montreal	7.4	13	11	2	84	0	2	1	1	50	3.9	1256	85	http://content7.flixster.com/movie/10/87/67/10876753_det.jpg
4613	K-9	0097637	Superagente K-9	http://ia.media-imdb.com/images/M/MV5BMTY2NjMxNjMwNF5BMl5BanBnXkFtZTcwMjEyMzgyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	k9	4.1	8	2	6	25	0	1	0	1	0	2.7	4457	46	http://content9.flixster.com/movie/26/61/266103_det.jpg
4614	Kickboxer	0097659	Kickboxer	http://ia.media-imdb.com/images/M/MV5BMTc2MDQ2MTI3NF5BMl5BanBnXkFtZTcwMTczMTYyMQ@@._V1._SY311_CR1,0,214,311_.jpg	1989	1011487-kickboxer	0	4	2	2	50	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/11/14/33/11143319_det.jpg
4615	Last Exit to Brooklyn	0097714	Última salida Brooklyn	http://ia.media-imdb.com/images/M/MV5BMjEzMzMxMTA0N15BMl5BanBnXkFtZTcwOTQ0OTUzMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	last_exit_to_brooklyn	6.6	13	10	3	76	0	2	1	1	50	3.6	623	73	http://content6.flixster.com/movie/66/25/52/6625528_det.jpg
4616	Lean on Me	0097722	Escuela de rebeldes	http://ia.media-imdb.com/images/M/MV5BMTA3NDM4OTc1MzheQTJeQWpwZ15BbWU3MDUzODY2MTE@._V1._SY314_CR8,0,214,314_.jpg	1989	lean_on_me	5.8	14	9	5	64	0	1	0	1	0	3.7	5235	86	http://content6.flixster.com/movie/25/68/256820_det.jpg
4617	Let It Ride	0097731	Let It Ride	http://ia.media-imdb.com/images/M/MV5BMTc0NDEzNDIzOF5BMl5BanBnXkFtZTcwMjAzMjUyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1989	let_it_ride	5	10	3	7	30	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/25/73/257393_det.jpg
4618	Leviathan	0097737	Leviathan	http://ia.media-imdb.com/images/M/MV5BODE4MTY4NjA1OF5BMl5BanBnXkFtZTcwODcwMDkxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	leviathan	4	19	2	17	10	0	2	0	2	0	2.7	1532	31	http://content7.flixster.com/movie/27/54/275409_det.jpg
4619	Little Monsters	0097758	Chicos monsters	http://ia.media-imdb.com/images/M/MV5BMjE2MzgyNTIzOV5BMl5BanBnXkFtZTYwMzc0Nzg5._V1._SX214_CR0,0,214,314_.jpg	1989	little_monsters	0	3	1	2	33	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/88/17/10881798_det.jpg
4620	Lock Up	0097770	Encerrado	http://ia.media-imdb.com/images/M/MV5BMTg5MDIxMjQzMl5BMl5BanBnXkFtZTcwNTU1MzI0MQ@@._V1._SY314_CR10,0,214,314_.jpg	1989	1012605-lock_up	4.3	10	2	8	20	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/27/48/274827_det.jpg
4621	Look Who's Talking	0097778	Mira quién habla	http://ia.media-imdb.com/images/M/MV5BMTQwNTIyNDcyOV5BMl5BanBnXkFtZTcwNjE5NTcyMQ@@._V1._SY314_CR6,0,214,314_.jpg	1989	look_whos_talking	5	33	19	14	57	3.9	7	2	5	28	2.9	13369	53	http://content6.flixster.com/movie/10/90/05/10900528_det.jpg
4622	Loverboy	0388213	Loverboy	http://ia.media-imdb.com/images/M/MV5BMTQ3OTgzOTI4OF5BMl5BanBnXkFtZTcwOTg3OTIzMQ@@._V1._SX214_CR0,0,214,314_.jpg	2005	loverboy_2004	4.1	34	6	28	17	4.6	12	3	9	25	2.7	12704	32	http://content8.flixster.com/movie/10/37/58/1037586_det.jpg
4623	Major League	0097815	Una mujer en la liga	http://ia.media-imdb.com/images/M/MV5BMTk1ODE0NTk1MV5BMl5BanBnXkFtZTcwNjY0MTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	major_league	6.6	31	26	5	83	0	4	2	2	50	3.3	13020	78	http://content7.flixster.com/movie/26/77/267709_det.jpg
4624	Meet the Feebles	0097858	El delirante mundo de los Feebles	http://ia.media-imdb.com/images/M/MV5BMTQ0NTc3MDExNF5BMl5BanBnXkFtZTcwNzUzMjAwMQ@@._V1._SX214_CR0,0,214,314_.jpg	1990	meet_the_feebles	6.6	20	15	5	75	0	1	0	1	0	3.5	3519	71	http://content8.flixster.com/movie/27/90/279010_det.jpg
4625	Millennium	0115270	Millennium	http://ia.media-imdb.com/images/M/MV5BMTk0OTkzNjc2OV5BMl5BanBnXkFtZTcwMTAxNzcyMQ@@._V1._SY314_CR14,0,214,314_.jpg	1996		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
4626	Miracle Mile	0097889	Miracle Mile	http://ia.media-imdb.com/images/M/MV5BMTUyMjQxOTY1N15BMl5BanBnXkFtZTcwNDYzMDIyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1988	miracle_mile	6.7	21	18	3	85	0	1	1	0	100	3.5	1088	70	http://content8.flixster.com/movie/10/89/50/10895018_det.jpg
4627	Miss Firecracker	0097892	Miss Firecracker	http://ia.media-imdb.com/images/M/MV5BMTIwMzM3MzY2Nl5BMl5BanBnXkFtZTcwODk1MjgyMQ@@._V1._SY314_CR14,0,214,314_.jpg	1989	miss_firecracker	6	9	6	3	66	0	1	1	0	100	3.2	403	49	http://content7.flixster.com/movie/10/89/26/10892697_det.jpg
4628	New York Stories	0097965	Historias de Nueva York	http://ia.media-imdb.com/images/M/MV5BMTQ0ODY1NjE0M15BMl5BanBnXkFtZTcwMzQ1MTYyMQ@@._V1._SY281_CR1,0,214,281_.jpg	1989	new_york_stories	6.1	23	17	6	73	6.4	5	3	2	60	3.4	3295	57	http://content6.flixster.com/movie/26/11/261108_det.jpg
4629	Next of Kin	0097967	Con su propia ley	http://ia.media-imdb.com/images/M/MV5BMTA0NTU4NTY3NDNeQTJeQWpwZ15BbWU3MDQ1Mzg3MTE@._V1._SY314_CR4,0,214,314_.jpg	1989	1014946-next_of_kin	4.6	7	3	4	42	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/27/52/275299_det.jpg
4630	No Holds Barred	0097987	No Holds Barred	http://ia.media-imdb.com/images/M/MV5BMTIxMzMyNzMwOF5BMl5BanBnXkFtZTcwNzQ5NTYxMQ@@._V1._SX77_SY140_.jpg	1989	no_holds_barred	1.7	8	0	8	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/48/11/481125_det.jpg
4631	Old Gringo	0098022	Gringo viejo	http://ia.media-imdb.com/images/M/MV5BMTMwMTgxMTAzMl5BMl5BanBnXkFtZTcwMzU3OTEyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	old_gringo	5.1	11	5	6	45	0	1	0	1	0	3.1	298	42	http://content6.flixster.com/movie/27/68/276800_det.jpg
4632	The Package	0098051	A la caza del lobo rojo	http://ia.media-imdb.com/images/M/MV5BMTYzNjk3Nzg4Nl5BMl5BanBnXkFtZTcwNDc3NTEyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1989	package	5.3	14	9	5	64	0	2	2	0	100	3.2	849	45	http://content8.flixster.com/movie/10/93/12/10931258_det.gif
4633	Meet the Parents	0212338	Los padres de ella	http://ia.media-imdb.com/images/M/MV5BMTMzNzYwMDk1Ml5BMl5BanBnXkFtZTcwNzY2MjcyMQ@@._V1._SY314_CR5,0,214,314_.jpg	2000	meet_the_parents	6.9	140	118	22	84	7.1	35	29	6	82	3.6	119331	79	http://content9.flixster.com/movie/10/80/18/10801895_det.jpg
4634	Penn & Teller Get Killed	0098073	Penn & Teller Get Killed	http://ia.media-imdb.com/images/M/MV5BOTY1NzQ2NjI3NV5BMl5BanBnXkFtZTcwNjY0MzYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	penn_and_teller_get_killed	4.6	7	1	6	14	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/95/99/13/9599138_det.jpg
4635	Pink Cadillac	0098097	El cadillac rosa	http://ia.media-imdb.com/images/M/MV5BMTU0NzQ2NjAzNV5BMl5BanBnXkFtZTcwNDY3MTAwMQ@@._V1._SY314_CR1,0,214,314_.jpg	1989	pink_cadillac	3.9	18	3	15	16	4.4	5	2	3	40	2.8	2125	30	http://content9.flixster.com/movie/10/88/96/10889695_det.jpg
4636	Punisher: War Zone	0450314	Punisher: War Zone	http://ia.media-imdb.com/images/M/MV5BOTk4ODEzODIyNl5BMl5BanBnXkFtZTcwMDMwMTU3MQ@@._V1._SX214_CR0,0,214,314_.jpg	2008	punisher_war_zone	4.2	96	25	71	26	3.7	21	1	20	4	3	29393	47	http://content6.flixster.com/movie/10/88/11/10881196_det.jpg
4637	Red Scorpion	0098180	Red Scorpion	http://ia.media-imdb.com/images/M/MV5BMTQ3MjAyMzA5Nl5BMl5BanBnXkFtZTcwNDY2MDYyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1989	red_scorpion	3.3	9	1	8	11	0	3	0	3	0	0	0	0	http://content7.flixster.com/movie/10/87/20/10872009_det.jpg
4638	Jurassic Park III	0163025	Jurassic Park III: Parque jurásico III	http://ia.media-imdb.com/images/M/MV5BMjA2NzAyMDgyM15BMl5BanBnXkFtZTYwOTQ5Mjg5._V1._SX214_CR0,0,214,314_.jpg	2001		5.2	153	75	78	49	4.1	31	9	22	29	3	38571	47	http://content7.flixster.com/movie/25/58/255893_det.jpg
4639	America's Sweethearts	0265029	La pareja del año	http://ia.media-imdb.com/images/M/MV5BMTYwOTk4ODQ4M15BMl5BanBnXkFtZTYwMDg2NjA5._V1._SY314_CR1,0,214,314_.jpg	2001	americas_sweethearts	4.6	142	45	97	31	4	37	7	30	18	2.8	17330	43	http://content9.flixster.com/movie/50/54/39/5054399_det.jpg
4640	O Brother, Where Art Thou?	0190590	O Brother!	http://ia.media-imdb.com/images/M/MV5BMTI3MTEwMTAzMF5BMl5BanBnXkFtZTYwMTMxNTI5._V1._SY314_CR3,0,214,314_.jpg	2000	o_brother_where_art_thou	7.1	143	109	34	76	6.6	35	24	11	68	3.7	35122	87	http://content7.flixster.com/movie/97/83/14/9783145_det.jpg
4641	Ghost World	0162346	Ghost World	http://ia.media-imdb.com/images/M/MV5BNjkyNTgyNzUxOF5BMl5BanBnXkFtZTYwNjQ5Mjg5._V1._SX214_CR0,0,214,314_.jpg	2001	ghost_world	7.8	148	136	12	91	8	33	32	1	96	3.6	20727	81	http://content8.flixster.com/movie/26/95/269506_det.jpg
4642	Hedwig and the Angry Inch	0248845	Hedwig y the Angry Inch	http://ia.media-imdb.com/images/M/MV5BMTI4MjUxNDAzNV5BMl5BanBnXkFtZTYwNjExMzg5._V1._SX214_CR0,0,214,314_.jpg	2001	hedwig_and_the_angry_inch	7.8	103	95	8	92	7.7	30	27	3	90	4.1	11932	91	http://content8.flixster.com/movie/26/77/267702_det.jpg
4643	Planet of the Apes	0063442	El planeta de los simios	http://ia.media-imdb.com/images/M/MV5BNjUyNDMzMTEzNl5BMl5BanBnXkFtZTYwMTM3MzU5._V1._SY314_CR0,0,214,314_.jpg	1968	1016397-planet_of_the_apes	7.4	44	39	5	88	5.5	5	3	2	60	3.4	12844	80	http://content7.flixster.com/movie/11/14/82/11148265_det.jpg
4644	Pane e tulipani	0237539	Pan y tulipanes	http://ia.media-imdb.com/images/M/MV5BMTU5Mjg2NDM5MF5BMl5BanBnXkFtZTcwODkyNjgxMQ@@._V1._SY314_CR0,0,214,314_.jpg	2000	bread_and_tulips	6.3	62	44	18	70	6.3	22	17	5	77	3.9	1393	85	http://content9.flixster.com/movie/25/60/256003_det.jpg
4645	The Cure	0112757	Que nada nos separe	http://ia.media-imdb.com/images/M/MV5BNTcyMDM2NjkzOF5BMl5BanBnXkFtZTcwNzg0MDcyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	1061860-cure	5.5	10	4	6	40	0	4	1	3	25	3.7	2207	79	http://content9.flixster.com/movie/10/86/12/10861271_det.jpg
4646	Greenfingers	0203540	Flower power, como una regadera	http://ia.media-imdb.com/images/M/MV5BMTA3NjA2MzU5MTReQTJeQWpwZ15BbWU3MDA1MjkzMjE@._V1._SY314_CR1,0,214,314_.jpg	2000	greenfingers	5.2	67	31	36	46	4.6	25	9	16	36	3.5	1333	68	http://content6.flixster.com/movie/27/35/273512_det.jpg
4649	Wet Hot American Summer	0243655	Wet Hot American Summer	http://ia.media-imdb.com/images/M/MV5BMTQ4MTA2MTQwNF5BMl5BanBnXkFtZTcwNjg4ODQyMQ@@._V1._SY314_CR4,0,214,314_.jpg	2001	wet_hot_american_summer	4.3	63	19	44	30	3.7	20	3	17	15	3.7	7016	85	http://content6.flixster.com/movie/10/89/50/10895024_det.jpg
4650	Relentless	0098184	Fuera de sí, sin descanso	http://ia.media-imdb.com/images/M/MV5BNjYwNjcxNDY3NF5BMl5BanBnXkFtZTcwNjcwODYyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1989	relentless	0	4	1	3	25	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/93/72/10937266_det.jpg
4651	Blueberry	0276830	Blueberry, la experiencia secreta	http://ia.media-imdb.com/images/M/MV5BMTM3OTA2MjcwMl5BMl5BanBnXkFtZTcwNjU2ODYyMQ@@._V1._SY314_CR2,0,214,314_.jpg	2004	blueberry	4.2	7	2	5	28	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/86/10/10861006_det.jpg
4652	The Return of Swamp Thing	0098193	El regreso de la cosa del pantano	http://ia.media-imdb.com/images/M/MV5BMTAwMTQ5NTY4NDReQTJeQWpwZ15BbWU3MDczNTc4MTE@._V1._SY314_CR3,0,214,314_.jpg	1989	return_of_swamp_thing	0	4	2	2	50	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/31/93/46/3193466_det.jpg
4653	The Return of the Musketeers	0098194	El regreso de los mosqueteros	http://ia.media-imdb.com/images/M/MV5BMTI3NDQ5OTQ3MF5BMl5BanBnXkFtZTYwNjU0OTg5._V1._SY216_CR46,0,214,216_.jpg	1989	the-return-of-the-musketeers	5.6	5	3	2	60	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/32/92/98/3292988_det.jpg
4654	Road House	0098206	De profesión: duro	http://ia.media-imdb.com/images/M/MV5BMjE0NzM4OTIzN15BMl5BanBnXkFtZTcwODY2MTYyMQ@@._V1._SY216_CR49,0,214,216_.jpg	1989	1017666-road_house	5.2	27	12	15	44	3.6	5	0	5	0	3.2	10370	68	http://content7.flixster.com/movie/26/87/268701_det.jpg
4655	Romero	0098219	Romero	http://ia.media-imdb.com/images/M/MV5BMTgyNDk2Mjc1NV5BMl5BanBnXkFtZTcwMTQwNDUxMQ@@._V1._SX103_SY140_.jpg	1989	romero	7.3	8	6	2	75	0	1	0	1	0	3.8	512	79	http://content9.flixster.com/movie/26/08/260819_det.jpg
4656	Rosalie Goes Shopping	0098224	Rosalie Goes Shopping	http://ia.media-imdb.com/images/M/MV5BMTc4NDE0NzQwOV5BMl5BanBnXkFtZTcwNjEyNzYxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	rosalie_goes_shopping	6.1	7	5	2	71	0	2	1	1	50	3.6	136	64	http://content7.flixster.com/movie/11/12/80/11128097_det.jpg
4657	"Rude Awakening"	0165057	Pasados de vueltas	http://ia.media-imdb.com/images/M/MV5BMTY2MzkzNzEzN15BMl5BanBnXkFtZTcwODk1MzgxMQ@@._V1._SX32_CR0,0,32,44_.jpg	1998		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
4658	Santa sangre	0098253	Santa sangre	http://ia.media-imdb.com/images/M/MV5BMTMyNDI1NTQwOF5BMl5BanBnXkFtZTcwODM1MDIyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1989	santa_sangre	6.8	18	14	4	77	6.6	5	4	1	80	4.1	2145	88	http://content8.flixster.com/movie/32/88/53/3288534_det.jpg
4659	Notes on a Scandal	0465551	Diario de un escándalo	http://ia.media-imdb.com/images/M/MV5BMTY2NjcyOTE5Nl5BMl5BanBnXkFtZTcwNDQxNzkzMQ@@._V1._SX214_CR0,0,214,314_.jpg	2006	notes_on_a_scandal	7.5	167	145	22	86	8	36	33	3	91	3.7	22200	81	http://content7.flixster.com/movie/11/15/27/11152769_det.jpg
4660	Scenes from the Class Struggle in Beverly Hills	0098261	Escenas de la lucha de sexos en Beverly Hills	http://ia.media-imdb.com/images/M/MV5BMTQwMjk0NDMzNF5BMl5BanBnXkFtZTcwMzM4MDMzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	scenes_from_the_class_struggle_in_beverly_hills	5.8	5	4	1	80	0	1	0	1	0	3	268	38	http://content8.flixster.com/movie/10/88/97/10889766_det.jpg
4661	Sea of Love	0098273	Melodía de seducción	http://ia.media-imdb.com/images/M/MV5BMTA5MDAwODcyNTVeQTJeQWpwZ15BbWU3MDQ4MTA2MjE@._V1._SY314_CR4,0,214,314_.jpg	1989	sea_of_love	7	19	16	3	84	0	1	1	0	100	3.3	3334	62	http://content9.flixster.com/movie/28/32/283295_det.jpg
4662	See No Evil, Hear No Evil	0098282	No me chilles, que no te veo	http://ia.media-imdb.com/images/M/MV5BMjAzOTE3MjE1NF5BMl5BanBnXkFtZTcwMTExODkxMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	see_no_evil_hear_no_evil	3.4	11	2	9	18	0	1	0	1	0	3.3	6015	72	http://content8.flixster.com/movie/26/93/269306_det.jpg
4663	She's Out of Control	0098308	La locura de papá	http://ia.media-imdb.com/images/M/MV5BMzk4ODM4NDIzNV5BMl5BanBnXkFtZTcwNjQ0MTUyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1989	shes_out_of_control	3	16	1	15	6	0	4	0	4	0	2.8	915	46	http://content9.flixster.com/movie/25/84/258407_det.jpg
4664	Shirley Valentine	0098319	Shirley Valentine	http://ia.media-imdb.com/images/M/MV5BMTgzNTc1NjMwM15BMl5BanBnXkFtZTcwMzQ3NjI0MQ@@._V1._SY314_CR4,0,214,314_.jpg	1989	shirley_valentine	6.3	11	8	3	72	0	2	0	2	0	3.8	1235	85	http://content6.flixster.com/movie/10/88/20/10882056_det.jpg
4665	Shocker	0098320	Shocker, 100.000 voltios de terror	http://ia.media-imdb.com/images/M/MV5BMTg0MDMwMTU1Nl5BMl5BanBnXkFtZTcwODUxMDgxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1989	shocker	3.4	12	1	11	8	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/27/95/279506_det.jpg
4666	Skin Deep	0098343	Una cana al aire	http://ia.media-imdb.com/images/M/MV5BMjE0MTk3ODUyOV5BMl5BanBnXkFtZTcwNTUyNDkxMQ@@._V1._SY314_CR1,0,214,314_.jpg	1989	1019128-skin_deep	4.8	12	5	7	41	0	1	1	0	100	3	517	49	http://content8.flixster.com/movie/11/14/83/11148326_det.jpg
4667	Slaves of New York	0098347	Esclavos de Nueva York	http://ia.media-imdb.com/images/M/MV5BMjA3Nzk1NjEwOV5BMl5BanBnXkFtZTcwMDYwNjkzMQ@@._V1._SY314_CR2,0,214,314_.jpg	1989	slaves_of_new_york	2.9	8	1	7	12	0	1	0	1	0	3.2	287	58	http://content8.flixster.com/movie/27/90/279018_det.jpg
4668	Some Girls	0098356	Algunas chicas	http://ia.media-imdb.com/images/M/MV5BMTYzOTY4OTQ3Ml5BMl5BanBnXkFtZTcwODA2NTMyMQ@@._V1._SX77_SY140_.jpg	1988	some_girls	0	1	0	1	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/11/12/75/11127520_det.jpg
4669	Stepfather II	0098385	Stepfather II	http://ia.media-imdb.com/images/M/MV5BMjAzNDY2MTIxMl5BMl5BanBnXkFtZTcwMDEzNTQyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
4670	The Stepfather	0094035	El padrastro	http://ia.media-imdb.com/images/M/MV5BNDk5MTkzMTU5OV5BMl5BanBnXkFtZTcwOTcwNDMzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1987	stepfather	6.5	26	22	4	84	6.6	5	3	2	60	3.4	1144	64	http://content6.flixster.com/movie/42/62/40/4262408_det.jpg
4671	Sweetie	0098725	Sweetie	http://ia.media-imdb.com/images/M/MV5BMjEyMDQ0Mjk2OF5BMl5BanBnXkFtZTcwNTUxOTUzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1989	sweetie	7.1	12	11	1	91	0	1	1	0	100	3.6	538	72	http://content7.flixster.com/movie/95/83/77/9583777_det.jpg
4672	The Tall Guy	0098436	Un tipo de altura	http://ia.media-imdb.com/images/M/MV5BODY3MjY0MzA3OF5BMl5BanBnXkFtZTcwMTkwOTQyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1989		6.7	12	10	2	83	0	2	2	0	100	3.1	901	55	http://content7.flixster.com/movie/27/89/278905_det.jpg
4673	Tango & Cash	0098439	Tango y Cash	http://ia.media-imdb.com/images/M/MV5BMTQxNjgxNDczMl5BMl5BanBnXkFtZTcwNDU3MTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	tango_and_cash	4.3	33	13	20	39	0	3	0	3	0	3	9072	54	http://content7.flixster.com/movie/27/22/272293_det.jpg
4674	This Is Spinal Tap	0088258	This Is Spinal Tap	http://ia.media-imdb.com/images/M/MV5BMjE3MzExNzU1NV5BMl5BanBnXkFtZTcwMTIwMzMzMQ@@._V1._SY314_CR6,0,214,314_.jpg	1984	this_is_spinal_tap	8.6	53	51	2	96	7.7	7	6	1	85	3.9	23608	91	http://content9.flixster.com/movie/28/14/281499_det.jpg
4675	Three Fugitives	0098471	Tres fugitivos	http://ia.media-imdb.com/images/M/MV5BMTI0OTc4NDM3Ml5BMl5BanBnXkFtZTcwMzk5NzUxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1989	three_fugitives	3.9	13	2	11	15	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/25/98/259898_det.jpg
